volt,current,soc,max_single_volt,min_single_volt,max_temp,min_temp,mileage,charge_segment,label
4.035050392150879,-111.875,69.69686889648438,4.046593666,4.023257255554199,29.140625,28.1640625,15.84,1,0
4.2101216316223145,-45.578125,91.63751983642578,4.215040207,4.201663970947266,31.7890625,30.4140625,15.84,1,0
4.098847866,-14.71875,84.92502594,4.103944301605225,4.094250679016113,21.171875,20.0,78.144,2,0
4.143534183502197,-14.6640625,88.6875,4.147649765014648,4.137923240661621,22.0,20.5078125,78.144,2,0
4.186164855957031,-14.9453125,92.45934295654295,4.1900787353515625,4.180320739746094,22.5546875,21.0,78.144,2,0
4.2275261878967285,-12.09375,96.06562042236328,4.231003761291504,4.221018314361572,23.0,21.203125,78.144,2,0
4.237839698791504,-1.8125,99.45938110351562,4.241360664367676,4.231713771820068,23.21875,22.0,78.144,2,0
4.233694076538086,0.0,100.0,4.237344741821289,4.227698326,24.0,22.0,78.144,2,0
4.232417106628418,0.0,100.0,4.236159801483154,4.226580619812012,24.0,22.0,78.144,2,0
4.231609821,0.0,100.0,4.2353363037109375,4.2258405685424805,24.0,22.0,78.144,2,0
4.230851650238037,0.0,100.0,4.23493242263794,4.225276470184326,24.0,22.0,78.144,2,0
4.230532169342041,0.0,100.0,4.234461784362793,4.224898815155029,24.0,22.0,78.144,2,0
3.72037673,-6.5859375,48.18743133544922,3.7228598594665527,3.716960430145264,25.0,23.0,205.92,3,0
3.742780923843384,-6.9375,49.53751373291016,3.7447738647460938,3.738756895065308,25.0,23.0,205.92,3,0
3.764892101287842,-7.0,50.92819595336914,3.767134189605713,3.760608911514282,25.0,23.5390625,205.92,3,0
3.7877848148345943,-6.984375,52.27804183959961,3.789459705352783,3.783163309,25.0,24.0,205.92,3,0
3.808236837387085,-7.0,53.65626144,3.8096091747283936,3.80323338508606,25.0,24.0,205.92,3,0
3.8272786140441895,-7.0,55.02507019042969,3.8286638259887695,3.8218746185302734,25.0,24.0,205.92,3,0
3.8450522422790527,-7.0,56.47183990478516,3.8467729091644287,3.839249610900879,25.0,24.0,205.92,3,0
3.860497951507568,-7.0,58.128055572509766,3.8633437156677246,3.855546236038208,25.0,23.1875,205.92,3,0
3.8761355876922607,-7.0,59.80155563354492,3.879387140274048,3.8713743686676025,24.203125,23.0,205.92,3,0
3.892220497131348,-7.0,61.475006103515625,3.895125150680542,3.887164354324341,24.0,23.0,205.92,3,0
3.907952070236206,-7.0,63.13131332397461,3.910693883895874,3.902617931365967,24.0,23.0,205.92,3,0
3.9235682487487793,-7.0,64.79064941,3.926406383514404,3.918165445327759,24.0,22.0859375,205.92,3,0
3.939265966415405,-7.0,66.44371032714844,3.941984176635742,3.933734893798828,24.0,22.0,205.92,3,0
3.954964637756348,-7.0,68.09056854248047,3.9577112197875977,3.949383020401001,24.0,22.0,205.92,3,0
3.970703363418579,-7.0,69.73128509521484,3.9735476970672607,3.965053796768189,24.0,22.0,205.92,3,0
3.9868013858795166,-7.0,71.36878967285156,3.989554882049561,3.9808194637298575,24.0,21.328125,205.92,3,0
4.002687454223633,-7.0,73.01564789,4.005694866,3.9969289302825928,24.0,21.0,205.92,3,0
4.018441200256348,-7.0,74.64995574951172,4.022164821624756,4.013249874,24.0,21.0,205.92,3,0
4.035369396209717,-6.984375,76.27806091308594,4.038897514343262,4.029781818389893,24.0,20.7109375,205.92,3,0
4.052295207977295,-6.890625,77.90003204345703,4.0558366775512695,4.046468257904053,24.0,20.0,205.92,3,0
4.069628715515137,-6.90625,79.51567840576172,4.072999954223633,4.063555717468262,24.0,20.0,205.92,3,0
4.086963176727295,-6.796875,81.13127136230469,4.090140342712402,4.080836296081543,23.2578125,20.0,205.92,3,0
4.104572296142578,-6.671875,82.74056243896484,4.107577323913574,4.098195552825928,23.0,20.0,205.92,3,0
4.121532917022705,-6.4140625,84.33431243896484,4.124734878540039,4.115327358,23.0,20.0,205.92,3,0
4.138866901397705,-6.421875,85.90632629394531,4.141821861,4.132413864135742,23.0,20.0,205.92,3,0
4.155182838439941,-6.4375,87.47817993164062,4.159007549285889,4.149618148803711,23.0,20.0,205.92,3,0
4.171989917755127,-6.3671875,89.04368591308594,4.176179409,4.166609764099121,23.0,19.609375,205.92,3,0
4.189260005950928,-6.3359375,90.60622406,4.193353652954102,4.183852195739746,23.0,19.0,205.92,3,0
4.207369327545166,-6.38671875,92.17185211,4.211328029632568,4.201614856719971,23.0,19.0,205.92,3,0
4.226431846618652,-6.2265625,93.73133850097656,4.230296611785889,4.2202019691467285,23.0,19.0,205.92,3,0
4.239003658294678,-2.5625,97.89064789,4.242820262908936,4.232825279,23.0,19.0,205.92,3,0
4.235115051269531,0.0,100.0,4.239262104034424,4.229447364807129,23.0,19.0,205.92,3,0
4.233749866485596,0.0,100.0,4.237924575805664,4.228162288665772,22.796875,19.0,205.92,3,0
4.2328972816467285,0.0,100.0,4.237149238586426,4.227456569671631,22.0,19.0,205.92,3,0
4.232261657714844,0.0,100.0,4.236616134643555,4.226834774017334,22.0,19.0,205.92,3,0
4.231822490692139,0.0,100.0,4.236152648925781,4.226541042327881,22.0,19.0,205.92,3,0
4.231283664703369,0.0,100.0,4.235853672027588,4.226068496704102,22.0,19.0,205.92,3,0
4.231195449829102,0.0,100.0,4.235518455505371,4.225927352905273,22.0,19.0,205.92,3,0
4.230957508087158,0.0,100.0,4.235313415527344,4.2257161140441895,22.0,19.0,205.92,3,0
4.230655670166016,0.0,100.0,4.235087394714356,4.225526809692383,22.0,19.0,205.92,3,0
3.868692398071289,-6.5078125,62.74689865112305,3.871249914169312,3.8635544776916495,24.234375,22.0,351.648,4,0
3.8874785900115967,-6.078125,64.29679870605469,3.890082836151123,3.882019043,25.0,22.609375,351.648,4,0
3.902888298034668,-6.15625,65.83125305175781,3.9052422046661377,3.897195816040039,25.0,23.0,351.648,4,0
3.917691469192505,-6.203125,67.38127136230469,3.9201090335845943,3.911912441253662,25.0,23.0,351.648,4,0
3.9331612586975098,-6.84375,68.95315551757812,3.935211420059204,3.927014350891113,25.0,23.0,351.648,4,0
3.948388338088989,-6.5,70.55622100830078,3.950342893600464,3.941874742507935,25.0,23.0,351.648,4,0
3.9635493755340576,-6.6640625,72.14056396484375,3.965575933456421,3.9569694995880127,25.0,23.0,351.648,4,0
3.9793460369110103,-6.859375,73.74381256103516,3.981233835220337,3.9725863933563232,25.0,23.0,351.648,4,0
3.9948806762695312,-6.3125,75.33442687988281,3.996748208999634,3.987882375717163,25.0,23.0,351.648,4,0
4.009765148162842,-6.296875,76.90308380126953,4.012390613555908,4.003540039,25.0,23.0,351.648,4,0
4.026000499725342,-6.2734375,78.46870422363281,4.028569698,4.019391059875488,25.0,23.0,351.648,4,0
4.042431354522705,-6.3828125,80.04061126708984,4.044898986816406,4.035810947418213,25.0,23.0,351.648,4,0
4.059171676635742,-6.3984375,81.61256408691406,4.061741352081299,4.052522659301758,25.0,23.0,351.648,4,0
4.076236248016357,-6.578125,83.18440246582031,4.078883171081543,4.069499492645264,25.0,23.0,351.648,4,0
4.093652248382568,-6.50390625,84.77806091308594,4.096178055,4.086690425872803,24.5078125,23.0,351.648,4,0
4.110921382904053,-6.5703125,86.35306549072266,4.1135783195495605,4.104045867919922,24.0,23.0,351.648,4,0
4.128084659576416,-6.515625,87.93756866455078,4.130951881408691,4.121272563934326,24.0,23.0,351.648,4,0
4.144962787628174,-6.09375,89.48754883,4.147734642028809,4.138211727142334,24.0,23.0,351.648,4,0
4.161450386047363,-6.265625,91.03118133544922,4.164794922,4.1553449630737305,24.0,22.2890625,351.648,4,0
4.178060054779053,-6.0,92.58434295654295,4.181725978851318,4.172266960144043,24.0,22.0,351.648,4,0
4.195425510406494,-6.0,94.10002899169922,4.198834419250488,4.189399242401123,24.0,22.0,351.648,4,0
4.213336944580078,-6.0,95.61256408691406,4.216788291931152,4.207211971282959,24.0,22.0,351.648,4,0
4.232478618621826,-6.0,97.11244201660156,4.235905647277832,4.226109027862549,24.0,22.0,351.648,4,0
4.239487171173096,-0.796875,99.734375,4.242869377136231,4.233130931854248,24.0,22.0,351.648,4,0
4.236594200134277,0.0,100.0,4.240085124969482,4.230416774749756,24.0,21.9921875,351.648,4,0
4.235480785369873,0.0,100.0,4.239136695861816,4.229636192321777,24.0,21.0,351.648,4,0
4.234716415405273,0.0,100.0,4.238488197,4.228876591,24.0,21.0,351.648,4,0
4.234180450439453,0.0,100.0,4.2381978034973145,4.2286810874938965,24.0,21.0,351.648,4,0
4.233749866485596,0.0,100.0,4.237814426422119,4.22821855545044,23.0625,21.0,351.648,4,0
4.233417034,0.0,100.0,4.23751688,4.227849483,23.0,20.2265625,351.648,4,0
4.233327388763428,0.0,100.0,4.237344264984131,4.227684975,23.0,20.0,351.648,4,0
4.233124256134033,0.0,100.0,4.2371015548706055,4.227676868438721,23.0,20.0,351.648,4,0
4.232929229736328,0.0,100.0,4.236905574798584,4.227426052093506,23.0,20.0,351.648,4,0
4.232457637786865,0.0,100.0,4.236843585968018,4.227145195007324,23.0,20.0,351.648,4,0
4.232513904571533,0.0,100.0,4.236685752868652,4.2269721031188965,23.0,20.0,351.648,4,0
4.232106685638428,0.0,100.0,4.236419200897217,4.226941585540772,23.0,20.0,351.648,4,0
4.232025623321533,0.0,100.0,4.236466884613037,4.226926326751709,23.0,20.0,351.648,4,0
4.231871604919434,0.0,100.0,4.236340999603272,4.226848602294922,23.0,20.0,351.648,4,0
4.231748580932617,0.0,100.0,4.236223220825195,4.226825714111328,23.0,19.6953125,351.648,4,0
4.231545925140381,0.0,100.0,4.236207962036133,4.2267022132873535,23.0,19.0,351.648,4,0
4.231549739837647,0.0,100.0,4.236137390136719,4.226651668548584,22.890625,19.0,351.648,4,0
4.231291770935059,0.0,100.0,4.2361369132995605,4.226438999176025,22.0,19.0,351.648,4,0
4.231026649475098,0.0,100.0,4.236098289489746,4.226334095001221,22.0,19.0,351.648,4,0
3.675861358642578,-6.0703125,44.28743362426758,3.678007125854492,3.672420501708984,22.0,19.0,564.96,5,0
3.691244125366211,-7.0,45.57501220703125,3.6930556297302246,3.6875061988830566,22.0,19.0,564.96,5,0
3.704551935195923,-7.0,47.02191925048828,3.7063608169555664,3.700725317001343,22.0,19.0,564.96,5,0
3.717496395111084,-7.0,48.47496414,3.719952344894409,3.7143359184265137,22.0,19.0,564.96,5,0
3.7327146530151367,-7.0,49.890602111816406,3.735093832015991,3.7293896675109854,22.0,19.0,564.96,5,0
3.750874280929565,-7.0,51.34376525878906,3.7533788681030273,3.747069358825684,22.0,19.0,564.96,5,0
3.771964550018311,-7.0,52.75005722045898,3.774689912796021,3.768079280853272,22.0,19.0,564.96,5,0
3.79342532157898,-7.0,54.17180633544922,3.795656681060791,3.789288759231568,22.0,19.0,564.96,5,0
3.813075065612793,-7.0,55.57501220703125,3.815113067626953,3.8086323738098153,22.0,19.0,564.96,5,0
3.831530809402466,-7.0,57.16566848754883,3.8336164951324463,3.826767683029175,22.0,19.0,564.96,5,0
3.848500490188599,-7.0,58.88132095336914,3.85123062133789,3.8436973094940186,22.0,18.8359375,564.96,5,0
3.863948583602905,-7.0,60.60624313354492,3.867655277252197,3.859726667404175,22.0,18.0,564.96,5,0
3.8796873092651367,-7.0,62.31869888305664,3.883383274078369,3.875453472137451,22.0,18.0,564.96,5,0
3.8951454162597656,-7.0,64.00777435302734,3.8990261554718018,3.890899419784546,21.8984375,18.0,564.96,5,0
3.9108166694641113,-7.0,65.70000457763672,3.914483070373535,3.9062561988830566,21.0,18.0,564.96,5,0
3.9258687496185294,-6.955078125,67.37503051757812,3.929640769958496,3.921361923217773,21.0,18.0,564.96,5,0
3.941385746002197,-6.994140625,69.05476379394531,3.945293426513672,3.9367945194244394,21.0,17.13476563,564.96,5,0
3.9573159217834473,-7.0,70.73120117,3.961048126220703,3.952375650405884,21.0,17.0,564.96,5,0
3.973144054412842,-6.9921875,72.39995574951172,3.976773500442505,3.968006610870361,21.0,17.0,564.96,5,0
3.989135980606079,-6.9765625,74.05620574951172,3.99271822,3.983779668807984,20.359375,17.0,564.96,5,0
4.004468918,-6.9375,75.70006561279297,4.008812904,3.9996182918548575,20.0,17.0,564.96,5,0
4.020491123199463,-6.7890625,77.34692383,4.025001049041748,4.015860080718994,20.0,17.0,564.96,5,0
